,year,round,pick,position,school,firstName,lastName
1491,2014,2,48,SG/SF,Pittsburgh,Patterson,Lamar
1492,2014,2,49,PF/C,New Mexico,Bairstow,Cameron
1493,2014,2,50,C,Green Bay,Brown,Alec
1494,2014,2,51,SF,Delaware 87ers,Antetokounmpo,Thanasis
1495,2014,2,52,PG,Mega Vizura,Micić,Vasilije
1496,2014,2,53,SF,Olimpia Milano,Gentile,Alessandro
1497,2014,2,54,SG,Mega Vizura,Dangubić,Nemanja
1498,2014,2,55,PG,Xavier,Christon,Semaj
1499,2014,2,56,SG/SF,Iowa,Marble,Devyn
1500,2014,2,57,PF/C,Paris-Levallois Basket,Labeyrie,Louis
1501,2014,2,58,SG,Tennessee,McRae,Jordan
1502,2014,2,59,PG/SG,San Diego State,Thames,Xavier
1503,2014,2,60,PF,Baylor,Jefferson,Cory
1504,2015,1,1,C,Kentucky,Towns,Karl-Anthony
1505,2015,1,2,PG,Ohio State,Russell,D'Angelo
1506,2015,1,3,C,Duke,Okafor,Jahlil
1507,2015,1,4,PF/C,Baloncesto Sevilla,Porziņģis,Kristaps
1508,2015,1,5,SG/SF,FC Barcelona,Hezonja,Mario
1509,2015,1,6,C,Kentucky,Cauley-Stein,Willie
1510,2015,1,7,PG,Guangdong Southern Tigers,Mudiay,Emmanuel
1511,2015,1,8,SF,Arizona,Johnson,Stanley
1512,2015,1,9,C,Wisconsin,Kaminsky,Frank
1513,2015,1,10,SF,Duke,Winslow,Justise
1514,2015,1,11,C,Texas,Turner,Myles
1515,2015,1,12,PF,Kentucky,Lyles,Trey
1516,2015,1,13,SG,Kentucky,Booker,Devin
1517,2015,1,14,PG,Murray State,Payne,Cameron
1518,2015,1,15,SG,Kansas,Oubre,"Jr., Kelly"
1519,2015,1,16,PG,Louisville,Rozier,Terry
1520,2015,1,17,SG,UNLV,Vaughn,Rashad
1521,2015,1,18,SF,Wisconsin,Dekker,Sam
1522,2015,1,19,PG,Notre Dame,Grant,Jerian
1523,2015,1,20,PG,Utah,Wright,Delon
1524,2015,1,21,SF,Virginia,Anderson,Justin
1525,2015,1,22,PF,Arkansas,Portis,Bobby
1526,2015,1,23,SF,Arizona,Hollis-Jefferson,Rondae
1527,2015,1,24,PG,Duke,Jones,Tyus
1528,2015,1,25,PF,LSU,Martin,Jarell
1529,2015,1,26,C,Partizan Belgrade,Milutinov,Nikola
1530,2015,1,27,PF,Wyoming,Nance,"Jr., Larry"
1531,2015,1,28,SG,Georgia State,Hunter,R. J.
1532,2015,1,29,PF,Syracuse,McCullough,Chris
1533,2015,1,30,PF,UCLA,Looney,Kevon
1534,2015,2,31,SG/SF,Anadolu Efes,Osman,Cedi
1535,2015,2,32,PF,Louisville,Harrell,Montrezl
1536,2015,2,33,PF,LSU,Mickey,Jordan
1537,2015,2,34,SF,Stanford,Brown,Anthony
1538,2015,2,35,C,Baloncesto Sevilla,Hernangómez,Willy
1539,2015,2,36,PF/C,Syracuse,Christmas,Rakeem
1540,2015,2,37,SF/PF,Bowling Green,Holmes,Richaun
1541,2015,2,38,SG,Villanova,Hilliard,Darrun
1542,2015,2,39,SF,Estudiantes de Bahía,Vaulet,Juan Pablo
1543,2015,2,40,SG,Tennessee,Richardson,Josh
1544,2015,2,41,SF,Notre Dame,Connaughton,Pat
1545,2015,2,42,PG,Boston College,Hanlan,Olivier
1546,2015,2,43,PG,Oregon,Young,Joseph
1547,2015,2,44,PG,Kentucky,Harrison,Andrew
1548,2015,2,45,PG,William & Mary,Thornton,Marcus
1549,2015,2,46,SG,UCLA,Powell,Norman
1550,2015,2,47,C,Žalgiris Kaunas,Gudaitis,Artūras
1551,2015,2,48,C,Kentucky,Johnson,Dakari
1552,2015,2,49,PF,Iowa,White,Aaron
1553,2015,2,50,SG,FC Barcelona,Eriksson,Marcus
1554,2015,2,51,PG,Eastern Washington,Harvey,Tyler
1555,2015,2,52,C,IMG Academy,Bhamara,Satnam Singh
1556,2015,2,53,SF,St. John's,Pointer,Sir'Dominic
1557,2015,2,54,SF,Gipuzkoa Basket,Díez,Dani
1558,2015,2,55,PF,Massachusetts,Lalanne,Cady
1559,2015,2,56,SF,Michigan State,Dawson,Branden
1560,2015,2,57,PG,Baloncesto Sevilla,Radičević,Nikola
1561,2015,2,58,SG/SF,North Carolina,Tokoto,J. P.
1562,2015,2,59,PF,Olympiacos,Agravanis,Dimitrios
1563,2015,2,60,PF,Red Star Belgrade,Mitrović,Luka
1564,2016,1,1,PF/PG,LSU,Simmons,Ben
1565,2016,1,2,SF,Duke,Ingram,Brandon
1566,2016,1,3,SF/SG,California,Brown,Jaylen
1567,2016,1,4,PF/C,Maccabi FOX Tel Aviv,Bender,Dragan
1568,2016,1,5,PG,Providence,Dunn,Kris
1569,2016,1,6,SG,Oklahoma,Hield,Buddy
1570,2016,1,7,SG/PG,Kentucky,Murray,Jamal
1571,2016,1,8,PF,Washington,Chriss,Marquese
1572,2016,1,9,C,Utah,Poeltl,Jakob
1573,2016,1,10,PF,Orangeville Prep,Maker,Thon
1574,2016,1,11,PF/C,Gonzaga,Sabonis,Domantas
1575,2016,1,12,PF,Baylor,Prince,Taurean
1576,2016,1,13,C,Panathinaikos,Papagiannis,Georgios
1577,2016,1,14,SG/SF,Michigan State,Valentine,Denzel
1578,2016,1,15,SF/PF,Movistar Estudiantes,Hernangómez,Juan
1579,2016,1,16,PF,Rouen Métropole,Yabusele,Guerschon
1580,2016,1,17,PG,Vanderbilt,Baldwin,"IV, Wade"
1581,2016,1,18,PF,Marquette,Ellenson,Henry
1582,2016,1,19,SG,Florida State,Beasley,Malik
1583,2016,1,20,SG,Michigan,LeVert,Caris
1584,2016,1,21,SF,Saint Joseph's,Bembry,DeAndre'
1585,2016,1,22,SG,Syracuse,Richardson,Malachi
1586,2016,1,23,C,KK Cibona,Žižić,Ante
1587,2016,1,24,SG/SF,Mega Leks,Luwawu-Cabarrot,Timothé
1588,2016,1,25,PF,North Carolina,Johnson,Brice
1589,2016,1,26,SG/SF,Anadolu Efes,Korkmaz,Furkan
1590,2016,1,27,PF,New Mexico State,Siakam,Pascal
1591,2016,1,28,PF/C,Kentucky,Labissière,Skal
1592,2016,1,29,PG/SG,Washington,Murray,Dejounte
1593,2016,1,30,C,Vanderbilt,Jones,Damian
1594,2016,2,31,PF/C,Michigan State,Davis,Deyonta
1595,2016,2,32,C,Mega Leks,Zubac,Ivica
1596,2016,2,33,PF/C,Kansas,Diallo,Cheick
1597,2016,2,34,PG,Kentucky,Ulis,Tyler
1598,2016,2,35,SG/SF,Mega Leks,Zagorac,Rade
1599,2016,2,36,PG/SG,Virginia,Brogdon,Malcolm
1600,2016,2,37,PF/C,Louisville,Onuaku,Chinanu
1601,2016,2,38,SG/SF,UNLV,McCaw,Patrick
1602,2016,2,39,PG,Elan !,Michineau,David
1603,2016,2,40,C,Maryland,Stone,Diamond
1604,2016,2,41,PF/C,UNLV,Zimmerman,Stephen
1605,2016,2,42,PG/SG,Seton Hall,Whitehead,Isaiah
1606,2016,2,43,C,Xinjiang Flying Tigers,Zhou,"Qi,"
1607,2016,2,44,SG,ASC Denain-Voltaire,Cordinier,Isaia
1608,2016,2,45,PG,Notre Dame,Jackson,Demetrius
1609,2016,2,46,C,Purdue,Hammons,A. J.
1610,2016,2,47,SF,Maryland,Layman,Jake
1611,2016,2,48,SG/SF,FC Bayern Munich,Zipser,Paul
1612,2016,2,49,SF,Syracuse,Gbinije,Michael
1613,2016,2,50,PF,Iowa State,Niang,Georges
1614,2016,2,51,PF,Providence,Bentil,Ben
1615,2016,2,52,PF/C,Weber State,Bolomboy,Joel
1616,2016,2,53,PF,Le Mans Sarthe,Cornelie,Petr
1617,2016,2,54,PG,Oakland,Felder,Kay
1618,2016,2,55,PG,North Carolina,Paige,Marcus
1619,2016,2,56,SG/SF,Connecticut,Hamilton,Daniel
1620,2016,2,57,C,Fujian Sturgeons,Wang,"Zhelin,"
1621,2016,2,58,SF,Iowa State,Nader,Abdel
1622,2016,2,59,PG/SG,Oklahoma,Cousins,Isaiah
1623,2016,2,60,PG,California,Wallace,Tyrone
1624,2017,1,1,PG/SG,Washington,Fultz,Markelle
1625,2017,1,2,PG,UCLA,Ball,Lonzo
1626,2017,1,3,SF,Duke,Tatum,Jayson
1627,2017,1,4,SF,Kansas,Jackson,Josh
1628,2017,1,5,PG,Kentucky,Fox,De'Aaron
1629,2017,1,6,SF/PF,Florida State,Isaac,Jonathan
1630,2017,1,7,PF,Arizona,Markkanen,Lauri
1631,2017,1,8,PG,SIG Strasbourg,Ntilikina,Frank
1632,2017,1,9,PG,NC State,Smith,"Jr., Dennis"
1633,2017,1,10,C/PF,Gonzaga,Collins,Zach
1634,2017,1,11,SG,Kentucky,Monk,Malik
1635,2017,1,12,SG,Duke,Kennard,Luke
1636,2017,1,13,SG,Louisville,Mitchell,Donovan
1637,2017,1,14,PF/C,Kentucky,Adebayo,Bam
1638,2017,1,15,SF,North Carolina,Jackson,Justin
1639,2017,1,16,C,Creighton,Patton,Justin
1640,2017,1,17,PF/SF,Michigan,Wilson,D. J.
1641,2017,1,18,PF,UCLA,Leaf,T. J.
1642,2017,1,19,PF,Wake Forest,Collins,John
1643,2017,1,20,PF/C,Duke,Giles,Harry
1644,2017,1,21,SG,Adelaide 36ers,Ferguson,Terrance
1645,2017,1,22,C,Texas,Allen,Jarrett
1646,2017,1,23,SF,Indiana,Anunoby,OG
1647,2017,1,24,PF,Syracuse,Lydon,Tyler
1648,2017,1,25,C,Herbalife Gran Canaria,Pasečņiks,Anžejs
1649,2017,1,26,PF,Purdue,Swanigan,Caleb
1650,2017,1,27,PF,Utah,Kuzma,Kyle
1651,2017,1,28,PF/C,North Carolina,Bradley,Tony
1652,2017,1,29,PG/SG,Colorado,White,Derrick
1653,2017,1,30,SG,Villanova,Hart,Josh
1654,2017,2,31,PG,Duke,Jackson,Frank
1655,2017,2,32,SG,Miami,Reed,Davon
1656,2017,2,33,SF,Kansas State,Iwundu,Wes
1657,2017,2,34,PG,Kansas,Mason,"III, Frank"
1658,2017,2,35,PF,California,Rabb,Ivan
1659,2017,2,36,PF,FMP Beograd,Bolden,Jonah
1660,2017,2,37,SF/PF,SMU,Ojeleye,Semi
1661,2017,2,38,PF,Oregon,Bell,Jordan
1662,2017,2,39,PG,Oklahoma State,Evans,Jawun
1663,2017,2,40,SG,Florida State,Bacon,Dwayne
1664,2017,2,41,SG,Oregon,Dorsey,Tyler
1665,2017,2,42,PF,Indiana,Bryant,Thomas
1666,2017,2,43,PF/C,Žalgiris Kaunas,Hartenstein,Isaiah
1667,2017,2,44,SG,Houston,Dotson,Damyean
1668,2017,2,45,SF,Oregon,Brooks,Dillon
1669,2017,2,46,SG,SMU,Brown,Sterling
1670,2017,2,47,C,UCLA,Anigbogu,Ike
1671,2017,2,48,SG,South Carolina,Thornwell,Sindarius
1672,2017,2,49,SF,Mega Leks,Čančar,Vlatko
1673,2017,2,50,PF/C,Nanterre 92,Lessort,Mathias
1674,2017,2,51,PG,Iowa State,Morris,Monté
1675,2017,2,52,PG,Xavier,Sumner,Edmond
1676,2017,2,53,SG,Arizona,Allen,Kadeem
1677,2017,2,54,SF,Valparaiso,Peters,Alec
1678,2017,2,55,PG,Gonzaga,Williams-Goss,Nigel
1679,2017,2,56,SG,California,Bird,Jabari
1680,2017,2,57,PF,FC Barcelona Lassa,Vezenkov,Sasha
1681,2017,2,58,PG,Mega Leks,Jaramaz,Ognjen
1682,2017,2,59,SF,Clemson,Blossomgame,Jaron
1683,2017,2,60,PF/C,Mega Leks,Kaba,Alpha
1684,2018,1,1,C,Arizona,DeAndre,Ayton
1685,2018,1,2,PF,Michigan St.,Jaren,Jackson Jr.
1686,2018,1,3,SF,Missouri,Michael,Porter
1687,2018,1,4,PF,Duke,Marvin,Bagley
1688,2018,1,5,SG/SF,Slovenia,Luka,Doncic
1689,2018,1,6,PF/C,Duke,Wendell,Carter
1690,2018,1,7,PG,Oklahoma,Trae,Young
1691,2018,1,8,C,Texas,Mohamed,Bamba
1692,2018,1,9,PG,Alabama,Collin,Sexton
1693,2018,1,10,SF/PF,Kentucky,Kevin,Knox
1694,2018,1,11,SG/SF,Villanova,Mikal,Bridges
1695,2018,1,12,SF/PF,Michigan St.,Miles,Bridges
1696,2018,1,13,PG,Kentucky,Shai,Gilgeous-Al...
1697,2018,1,14,PF/C,Texas A&M,Robert,Williams
1698,2018,1,15,SG,Duke,Gary,Trent Jr.
1699,2018,1,16,SG,Miami,Lonnie,Walker
1700,2018,1,17,SF,Bosnia & Herz,Dzanan,Musa
1701,2018,1,18,SG,Kentucky,Hamidou,Diallo
1702,2018,1,19,PG/SG,Creighton,Khyri,Thomas
1703,2018,1,20,C,USA,Mitchell,Robinson
1704,2018,1,21,PG,Duke,Trevon,Duval
1705,2018,1,22,SG,Duke,Grayson,Allen
1706,2018,1,23,PF/C,USC,Chimezie,Metu
1707,2018,1,24,PG/SG,Wichita State,Landry,Shamet
1708,2018,1,25,C,UNLV,Brandon,McCoy
1709,2018,1,26,PG/SG,Oregon,Troy,Brown
1710,2018,1,27,C,NC State,Omer,Yurtseven
1711,2018,1,28,C,Auburn,Austin,Wiley
1712,2018,1,29,PG,Penn State,Tony,Carr
1713,2018,1,30,PF,Michigan,Moritz,Wagner
1714,2018,2,31,SF,Latvia,Rodions,Kurucs
1715,2018,2,32,SG,Miami,Bruce,Brown
1716,2018,2,33,PG/SG,Texas,Kerwin,Roach
1717,2018,2,34,SF,Germany,Isaac,Bonga
1718,2018,2,35,SF/PF,Washington State,Robert,Franks
1719,2018,2,36,SG/SF,Boise State,Chandler,Hutchison
1720,2018,2,37,SF,TCU,Kenrich,Williams
1721,2018,2,38,SF,Ohio State,Keita,Bates-Diop
1722,2018,2,39,PF,Missouri State,Alize,Johnson
1723,2018,2,40,PG,UCLA,Aaron,Holiday
1724,2018,2,41,SG,Kansas,Sviatoslav,Mykha
1725,2018,2,42,PG/SG,St. Bonaventure,Jaylen,Adams
1726,2018,2,43,SF,Texas Arlington,Kevin,Hervey
1727,2018,2,44,SG,Arizona,Allonzo,Trier
1728,2018,2,45,PG/SG,Texas Tech,Keenan,Evans
1729,2018,2,46,PG/SG,SMU,Shake,Milton
1730,2018,2,47,C,Rep. of Georgia,Goga,Bitadze
1731,2018,2,48,PG,Villanova,Jalen,Brunson
1732,2018,2,49,PG,Western Michigan,Thomas,Wilder
1733,2018,2,50,SG,Arizona,Rawle,Alkins
1734,2018,2,51,SG,Florida,Jalen,Hudson
1735,2018,2,52,PG,Kansas,Devonte,Graham
1736,2018,2,53,SF,Lithuania,Arnoldas,Kulboka
1737,2018,2,54,SG/SF,Tulane,Melvin,Frazier
1738,2018,2,55,PG,North Carolina,Joel,Berry
1739,2018,2,56,SF,Cincinnati,Jacob,Evans
1740,2018,2,57,PG,West Virginia,Jevon,Carter
1741,2018,2,58,SF/PF,Serbia,Borisa,Simanic
1742,2018,2,59,SF/PF,Notre Dame,Bonzie,Colson
1743,2018,2,60,SG/SF,Nevada,Kendall,Stephens
