,year,round,pick,position,school,firstName,lastName
509,1998,1,13,F/C,UNLV,Clark,Keon
510,1998,1,14,SG,Arizona,Dickerson,Michael
511,1998,1,15,F/G,Georgia Tech,Harpring,Matt
512,1998,1,16,PG,Valparaíso,Drew,Bryce
513,1998,1,17,C,Kinder Bologna,Nesterovič,Radoslav
514,1998,1,18,PF,Efes Pilsen,Türkcan,Mirsad
515,1998,1,19,PF,Notre Dame,Garrity,Pat
516,1998,1,20,SF,Duke,McLeod,Roshown
517,1998,1,21,G/F,Iowa,Davis,Ricky
518,1998,1,22,F/C,Baylor,Skinner,Brian
519,1998,1,23,PG,Nebraska,Lue,Tyronn
520,1998,1,24,SG,St. John's,López,Felipe
521,1998,1,25,F,St. Patrick's High School,Harrington,Al
522,1998,1,26,SG,Minnesota,Jacobson,Sam
523,1998,1,27,C,Olimpija Ljubljana,Stepania,Vladimir
524,1998,1,28,SG,Oregon State,Benjamin,Corey
525,1998,1,29,C/F,Kentucky,Mohammed,Nazr
526,1998,2,30,SF,Mississippi,Sesay,Ansu
527,1998,2,31,SF,Cincinnati,Patterson,Ruben
528,1998,2,32,PF,Alief Elsik HS,Lewis,Rashard
529,1998,2,33,F/C,UCLA,McCoy,Jelani
530,1998,2,34,PG,North Carolina,Williams,Shammond
531,1998,2,35,C,Split,Šundov,Bruno
532,1998,2,36,C,Florida A&M,James,Jerome
533,1998,2,37,C,Toledo,Shaw,Casey
534,1998,2,38,PF,Charlotte,Johnson,DeMarco
535,1998,2,39,PG,Fresno State,Alston,Rafer
536,1998,2,40,SF,Hargrave Military Academy,Young,Korleone
537,1998,2,41,SG,Rhode Island,Mobley,Cuttino
538,1998,2,42,SG,Arizona,Simon,Miles
539,1998,2,43,F/C,Georgetown,White,Jahidi
540,1998,2,44,PF,California,Marks,Sean
541,1998,2,45,SG,UCLA,Bailey,Toby
542,1998,2,46,SF,Indiana,Patterson,Andrae
543,1998,2,47,PG,Rhode Island,Wheeler,Tyson
544,1998,2,48,C,South Carolina,Stack,Ryan
545,1998,2,49,SG,Texas Tech,Carr,Cory
546,1998,2,50,C,Long Beach State,Betts,Andrew
547,1998,2,51,PG,Oklahoma,Brewer,Corey
548,1998,2,52,SG,Eastern Michigan,Dial,Derrick
549,1998,2,53,SG,Clemson,Buckner,Greg
550,1998,2,54,SF,Fresno State,Fowlkes,Tremaine
551,1998,2,55,SF,Iowa,Bowen,Ryan
552,1998,2,56,SF,UCLA,Henderson,J. R.
553,1998,2,57,PF,Xavier,Braggs,Torraye
554,1998,2,58,PF,Michigan,Baston,Maceo
555,1999,1,1,PF/C,Duke,Brand,Elton
556,1999,1,2,PG,Maryland,Francis,Steve
557,1999,1,3,PG,UCLA,Davis,Baron
558,1999,1,4,PF/SF,Rhode Island,Odom,Lamar
559,1999,1,5,PF,Picayune Memorial HS,Bender,Jonathan
560,1999,1,6,SG/SF,Miami (OH),Szczerbiak,Wally
561,1999,1,7,SG/SF,Connecticut,Hamilton,Richard
562,1999,1,8,PG,Utah,Miller,Andre
563,1999,1,9,SF/PF,UNLV,Marion,Shawn
564,1999,1,10,SG/PG,Arizona,Terry,Jason
565,1999,1,11,SG,Duke,Langdon,Trajan
566,1999,1,12,C,Barton County CC,Radojević,Aleksandar
567,1999,1,13,SF/SG,Duke,Maggette,Corey
568,1999,1,14,PG,Duke,Avery,William
569,1999,1,15,C,Limoges,Weis,Frédéric
570,1999,1,16,SF,St. John's,Artest,Ron
571,1999,1,17,PF,Old Dominion,Bowdler,Cal
572,1999,1,18,SG/SF,Xavier,Posey,James
573,1999,1,19,SF,Minnesota,Lewis,Quincy
574,1999,1,20,SG,Georgia Tech,Glover,Dion
575,1999,1,21,PF,Southwest Texas State,Foster,Jeff
576,1999,1,22,PF,New Mexico,Thomas,Kenny
577,1999,1,23,SF,Augsburg,George,Devean
578,1999,1,24,SF,CSKA Moscow,Kirilenko,Andrei
579,1999,1,25,SF,Miami,James,Tim
580,1999,1,26,PG,Pittsburgh,Cummings,Vonteego
581,1999,1,27,SF,Georgia,Jones,Jumaine
582,1999,1,28,PF,Kentucky,Padgett,Scott
583,1999,1,29,PF,King College Prep HS,Smith,Leon
584,1999,2,30,PG,Villanova,Celestand,John
585,1999,2,31,F,Illinois State,Hill,Rico
586,1999,2,32,PF,Tulsa,Ruffin,Michael
587,1999,2,33,G,Fresno State,Herren,Chris
588,1999,2,34,C,Northwestern,Eschmeyer,Evan
589,1999,2,35,C,Penn State,Booth,Calvin
590,1999,2,36,C,Bayi Rockets,Wang,"Zhizhi,"
591,1999,2,37,C,Maryland,Ekezie,Obinna
592,1999,2,38,SG/SF,Maryland,Profit,Laron
593,1999,2,39,C,Arizona,Bramlett,A. J.
594,1999,2,40,G/F,CSKA Moscow,Giriček,Gordan
595,1999,2,41,C,California,Elson,Francisco
596,1999,2,42,G,Michigan,Bullock,Louis
597,1999,2,43,SF,TCU,Nailon,Lee
598,1999,2,44,C,Mississippi State,Washington,Tyrone
599,1999,2,45,G,Kansas,Robertson,Ryan
600,1999,2,46,F,Iowa,Koch,J. R.
601,1999,2,47,C,Washington,Macculloch,Todd
602,1999,2,48,G,Charlotte,Young,Galen
603,1999,2,49,C,UMass,Ketner,Lari
604,1999,2,50,C,Nebraska,Hamilton,Venson
605,1999,2,51,F,Saint Paul's,Smith,Antwain
606,1999,2,52,G,Boise State,Bergersen,Roberto
607,1999,2,53,SG,Creighton,Buford,Rodney
608,1999,2,54,SG,Cincinnati,Levett,Melvin
609,1999,2,55,G,Texas,Clack,Kris
610,1999,2,56,C,Stanford,Young,Tim
611,1999,2,57,SG,Viola Reggio Calabria,Ginóbili,Manu
612,1999,2,58,G,Virginia Tech,Lucas,Eddie
613,2000,1,1,PF,Cincinnato (Sr.),Martin,Kenyon
614,2000,1,2,PF/C,LSU,Swift,Stromile
615,2000,1,3,SF/PF,East St. Louis HS (Illinois),Miles,Darius
616,2000,1,4,PF/SF,Iowa State,Fizer,Marcus
617,2000,1,5,SF/SG,Florida,Miller,Mike
618,2000,1,6,SG/SF,Cincinnati,Johnson,DerMarr
619,2000,1,7,C/PF,Texas,Mihm,Chris
620,2000,1,8,SG,Michigan,Crawford,Jamal
621,2000,1,9,C,Minnesota,Przybilla,Joel
622,2000,1,10,SG,Missouri,Dooling,Keyon
623,2000,1,11,PF,UCLA,Moiso,Jerome
624,2000,1,12,PF/C,Syracuse,Thomas,Etan
625,2000,1,13,SG,Fresno State,Alexander,Courtney
626,2000,1,14,PG,Michigan State,Cleaves,Mateen
627,2000,1,15,C,Georgia Tech,Collier,Jason
628,2000,1,16,SF/PF,Efes Pilsen,Turkoglu,Hedo
629,2000,1,17,SF/SG,Oklahoma State,Mason,Desmond
630,2000,1,18,SF/SG,DePaul,Richardson,Quentin
631,2000,1,19,PF/C,Kentucky,Magloire,Jamaal
632,2000,1,20,PG,Hofstra,Claxton,Speedy
633,2000,1,21,SF/SG,Michigan State,Peterson,Morris
634,2000,1,22,SF,Florida,Harvey,Donnell
635,2000,1,23,SG,Washington Union HS,Stevenson,DeShawn
636,2000,1,24,C,Benston Zagreb,Bagarić,Dalibor
637,2000,1,25,C,AEK,Tsakalidis,"Iakovos ""Jake"""
638,2000,1,26,C,Auburn,N'Diaye,Mamadou
639,2000,1,27,C,Union Olimpija,Brezec,Primož
640,2000,1,28,PG,St. John's,Barkley,Erick
641,2000,1,29,PF,Stanford,Madsen,Mark
642,2000,2,30,G,Paf Bologna,Jarić,Marko
643,2000,2,31,PF,Vanderbilt,Langhi,Dan
644,2000,2,32,PG,Indiana,Guyton,A.J.
645,2000,2,33,C,Connecticut,Voskuhl,Jake
646,2000,2,34,PG,Connecticut,El-Amin,Khalid
647,2000,2,35,F,Louisiana-Monroe,Smith,Mike
648,2000,2,36,C,Cincinnati Stuff,Samake,Soumaila
649,2000,2,37,SG,Arizona State,House,Eddie
650,2000,2,38,PF,Oklahoma,Nájera,Eduardo
651,2000,2,39,SG,St. John's,Postell,Lavor
652,2000,2,40,SF/PF,Utah,Mottola,Hanno
653,2000,2,41,SG,Duke,Carrawell,Chris
654,2000,2,42,PF,Würzburg,Oyedeji,Olumide
655,2000,2,43,SG,Ohio State,Redd,Michael
656,2000,2,44,PF,Purdue,Cardinal,Brian
657,2000,2,45,C,LSU,Smith,Jabari
658,2000,2,46,G,COS,Hulett,DeeAndre
659,2000,2,47,G,Cibona Zagreb,Sesar,Josip
660,2000,2,48,PG,Temple,Karcher,Mark
661,2000,2,49,PG,Syracuse,Hart,Jason
662,2000,2,50,F,Idaho,Dickens,Kaniel
663,2000,2,51,G,Red Star Belgrade,Rakočević,Igor
664,2000,2,52,C,Indian Hills CC,Brown,Ernest
665,2000,2,53,C,Northern Arizona,McClintock,Dan
666,2000,2,54,G,Indian Hills CC,Hightower,Cory
667,2000,2,55,F,Auburn,Porter,Chris
668,2000,2,56,G,Colorado,Walls,Jaquay
669,2000,2,57,G,Ohio State,Penn,Scoonie
670,2000,2,58,F,Cincinnati,Mickeal,Pete
671,2001,1,1,C,Glynn Academy,Brown,Kwame
672,2001,1,2,C,Dominguez HS,Chandler,Tyson
673,2001,1,3,PF/C,FC Barcelona,Gasol,Pau
674,2001,1,4,C,Thornwood HS,Curry,Eddy
675,2001,1,5,SG,Michigan State,Richardson,Jason
676,2001,1,6,SF,Duke,Battier,Shane
677,2001,1,7,PF,Seton Hall,Griffin,Eddie
678,2001,1,8,C,Oak Hill Academy,Diop,DeSagana
679,2001,1,9,SF/PF,Charlotte,White,Rodney
680,2001,1,10,SG,Arkansas,Johnson,Joe
681,2001,1,11,SF,Okaloosa-Walton CC,Brown,Kedrick
682,2001,1,12,PF,Red Star Belgrade,Radmanović,Vladimir
683,2001,1,13,SF,Arizona,Jefferson,Richard
684,2001,1,14,PF,Notre Dame,Murphy,Troy
685,2001,1,15,C,DePaul,Hunter,Steven
686,2001,1,16,PF,Indiana,Haston,Kirk
687,2001,1,17,PF,Villanova,Bradley,Michael
688,2001,1,18,C,Stanford,Collins,Jason
689,2001,1,19,PF,Michigan State,Randolph,Zach
690,2001,1,20,C,North Carolina,Haywood,Brendan
691,2001,1,21,SG,North Carolina,Forte,Joseph
692,2001,1,22,SG,SMU,Sasser,Jeryl
693,2001,1,23,SG,Pepperdine,Armstrong,Brandon
694,2001,1,24,PG,Real Madrid,López,Raúl
695,2001,1,25,SF,Alabama,Wallace,Gerald
696,2001,1,26,C,Seton Hall,Dalembert,Samuel
697,2001,1,27,PG,Iowa State,Tinsley,Jamaal
698,2001,1,28,PG,Paris Basket Racing,Parker,Tony
699,2001,1,29,None,None,Forfeited,pick
700,2001,2,30,SG,Austin Peay,Hassell,Trenton
701,2001,2,31,PG,Arizona,Arenas,Gilbert
702,2001,2,32,PG,St. John's,Cook,Omar
703,2001,2,33,PG,Clemson,Solomon,Will
704,2001,2,34,SF,Maryland,Morris,Terence
705,2001,2,35,PF,USC,Scalabrine,Brian
706,2001,2,36,SG,USC,Trepagnier,Jeff
707,2001,2,37,SF,Syracuse,Brown,Damone
708,2001,2,38,C,Efes Pilsen,Okur,Mehmet
709,2001,2,39,PF,Arizona,Wright,Michael
710,2001,2,40,PG,UCLA,Watson,Earl
711,2001,2,41,PG,Auburn,Brewer,Jamison
712,2001,2,42,F/G,DePaul,Simmons,Bobby
713,2001,2,43,C,Kansas,Chenowith,Eric
714,2001,2,44,PG,Eastern Illinois,Hill,Kyle
715,2001,2,45,SF,California,Lampley,Sean
716,2001,2,46,C,Arizona,Woods,Loren
717,2001,2,47,PF,St. Jude HS,Cisse,Ousmane
718,2001,2,48,SF,Panathinaikos,Fotsis,Antonis
719,2001,2,49,C,Ohio State,Johnson,Ken
720,2001,2,50,C,Georgetown,Boumtje-Boumtje,Ruben
721,2001,2,51,PF,Houston,Ford,Alton
722,2001,2,52,PF,Michigan State,Hutson,Andre
723,2001,2,53,F/C,Stanford,Collins,Jarron
724,2001,2,54,PG,Cincinnati,Satterfield,Kenny
725,2001,2,55,SG,Saint Louis,Jeffers,Maurice
726,2001,2,56,C,Lietuvos rytas Vilnius,Javtokas,Robertas
727,2001,2,57,C,Georgia Tech,Jones,Alvin
728,2001,2,58,SF,Oregon,Bracey,Bryan
729,2002,1,1,C,Shanghai Sharks,Ming,Yao
730,2002,1,2,PG,Duke,Williams,Jay
731,2002,1,3,SF/SG,Duke,Dunleavy,"Jr., Mike"
732,2002,1,4,PF/C,Kansas,Gooden,Drew
733,2002,1,5,PF/C,Benetton Treviso,Tskitishvili,Nikoloz
734,2002,1,6,PG,Memphis,Wagner,Dajuan
735,2002,1,7,C/PF,Vasco da Gama,,Nenê
736,2002,1,8,PF/C,Maryland,Wilcox,Chris
737,2002,1,9,PF/C,Cypress Creek HS,Stoudemire,Amar'e
738,2002,1,10,SF,Connecticut,Butler,Caron
739,2002,1,11,PF/C,Indiana,Jeffries,Jared
740,2002,1,12,C/PF,Fresno State,Ely,Melvin
741,2002,1,13,PF,Tennessee,Haislip,Marcus
742,2002,1,14,SG,Oregon,Jones,Fred
743,2002,1,15,SF/PF,Benetton Treviso,Nachbar,Boštjan
744,2002,1,16,SG/SF,Union Olimpija,Welsch,Jiří
745,2002,1,17,PG,Maryland,Dixon,Juan
746,2002,1,18,C,Stanford,Borchardt,Curtis
747,2002,1,19,PF,Notre Dame,Humphrey,Ryan
748,2002,1,20,SG,Missouri,Rush,Kareem
749,2002,1,21,SF,Northeast Mississippi CC,Woods,Qyntel
750,2002,1,22,SG,Stanford,Jacobsen,Casey
751,2002,1,23,SF,Kentucky,Prince,Tayshaun
752,2002,1,24,C/PF,Partizan Belgrade,Krstić,Nenad
753,2002,1,25,PG,Illinois,Williams,Frank
754,2002,1,26,SF/SG,Miami,Salmons,John
755,2002,1,27,SF,Fresno State,Jefferies,Chris
756,2002,1,28,PG,Gonzaga,Dickau,Dan
757,2002,1,29,None,None,Forfeited,pick
758,2002,2,30,PG,Cincinnati,Logan,Steve
759,2002,2,31,SG,Virginia,Mason,"Jr., Roger"
760,2002,2,32,PF,Illinois,Archibald,Robert
761,2002,2,33,SF,Tennessee,Yarbrough,Vincent
762,2002,2,34,C,UCLA,Gadzuric,Dan
763,2002,2,35,PF,Duke,Boozer,Carlos
764,2002,2,36,PG,Partizan Belgrade,Vujanić,Miloš
765,2002,2,37,C,Virtus Bologna,Andersen,David
766,2002,2,38,PG,Fresno State,Maddox,Tito
767,2002,2,39,SG,Alabama,Grizzard,Rod
768,2002,2,40,PG,FC Barcelona,Navarro,Juan Carlos
769,2002,2,41,C,Opel Skyliners,Kasun,Mario
770,2002,2,42,SG,Shaw,Murray,Ronald
771,2002,2,43,C,Arkansas State,Jennings,Jason
772,2002,2,44,PF,Maryland,Baxter,Lonny
773,2002,2,45,PF,USC,Clancy,Sam
774,2002,2,46,SF,UCLA,Barnes,Matt
775,2002,2,47,C,California,Sampson,Jamal
776,2002,2,48,PF,Texas,Owens,Chris
777,2002,2,49,PF,Halle,Fehse,Peter
778,2002,2,50,PF,Wake Forest,Songaila,Darius
779,2002,2,51,SF,Ourense,Kammerichs,Federico
780,2002,2,52,PG,Michigan State,Taylor,Marcus
781,2002,2,53,SF,La Salle,Butler,Rasual
782,2002,2,54,SG,Marshall,Slay,Tamar
783,2002,2,55,SG,FMP Železnik,Šekularac,Mladen
784,2002,2,56,PF,TAU Cerámica,Scola,Luis
785,2002,2,57,PF,San Diego State,Holcomb,Randy
786,2002,2,58,PF,Central Connecticut,Edwards,Corsley
787,2003,1,1,SF,St. Vincent–St. Mary HS,LeBron,James
788,2003,1,2,C,Hemofarm Vršac,Miličić,Darko
789,2003,1,3,SF,Syracuse,Anthony,Carmelo
790,2003,1,4,PF/C,Georgia Tech,Bosh,Chris
791,2003,1,5,SG,Marquette,Wade,Dwyane
792,2003,1,6,C,Central Michigan,Kaman,Chris
793,2003,1,7,PG,Kansas,Hinrich,Kirk
794,2003,1,8,PG,Texas,Ford,T. J.
795,2003,1,9,PF,Georgetown,Sweetney,Michael
796,2003,1,10,F/G,Georgia,Hayes,Jarvis
797,2003,1,11,G/F,Pau-Orthez,Piétrus,Mickaël
798,2003,1,12,PF,Kansas,Collison,Nick
799,2003,1,13,PG,UNLV,Banks,Marcus
800,2003,1,14,PG,Oregon,Ridnour,Luke
801,2003,1,15,F/G,Louisville,Gaines,Reece
802,2003,1,16,PG,Boston College,Bell,Troy
803,2003,1,17,SF,Budućnost Podgorica,Čabarkapa,Žarko
804,2003,1,18,PF,Xavier,West,David
805,2003,1,19,F/G,Budućnost Podgorica,Pavlović,Sasha
806,2003,1,20,SG,Duke,Jones,Dahntay
807,2003,1,21,PF,Pau-Orthez,Diaw,Boris
808,2003,1,22,G/F,Cibona Zagreb,Planinić,Zoran
809,2003,1,23,SF,Starkville HS,Outlaw,Travis
810,2003,1,24,PF,Illinois,Cook,Brian
811,2003,1,25,SG,Skipper Bologna,Delfino,Carlos
812,2003,1,26,SF,Westbury Christian HS,Ebi,Ndudi
813,2003,1,27,C,Ozen HS ,Perkins,Kendrick
814,2003,1,28,SG,Bauru Tilibra,Barbosa,Leandro
815,2003,1,29,F/G,Wake Forest,Howard,Josh
816,2003,2,30,PF,Complutense University of Madrid,Lampe,Maciej
817,2003,2,31,F/G,UCLA,Kapono,Jason
818,2003,2,32,SF,Arizona,Walton,Luke
819,2003,2,33,PF,North Dakota,Beasley,Jerome
820,2003,2,34,C,Iraklis BC,Schortsanitis,Sofoklis
821,2003,2,35,PF,Braunschweig,Szewczyk,Szymon
822,2003,2,36,PF,Mississippi State,Austin,Mario
823,2003,2,37,SG,BYU,Hansen,Travis
824,2003,2,38,PG,Maryland,Blake,Steve
825,2003,2,39,C,Budućnost Podgorica,Vraneš,Slavko
826,2003,2,40,PG,Mississippi State,Zimmerman,Derrick
827,2003,2,41,SG,Detroit,Green,Willie
828,2003,2,42,PF,Ülkerspor,Pachulia,Zaza
829,2003,2,43,SG,Kentucky,Bogans,Keith
830,2003,2,44,PF,Langen,Badiane,Malick
831,2003,2,45,F,Florida,Bonner,Matt
832,2003,2,46,SG,Virtus Bologna,Bečirović,Sani
833,2003,2,47,PG,Alabama,Williams,Mo
834,2003,2,48,C,Central Park Christian HS ,Lang,James
835,2003,2,49,SF,Miami (Florida),Jones,James
836,2003,2,50,PG,Dijon,Morlende,Paccelis
837,2003,2,51,SG,Creighton,Korver,Kyle
838,2003,2,52,C,FC Barcelona,van,"de Hare, Remon"
839,2003,2,53,PF,Arizona State,Smith,Tommy
840,2003,2,54,C,Brotnjo,Sinanović,Nedžad
841,2003,2,55,PF,Minnesota,Rickert,Rick
842,2003,2,56,PF,Ohio,Hunter,Brandon
843,2003,2,57,C,Hong Kong Flying Dragons,Yuyang,Xue
844,2003,2,58,C,AEK,Glyniadakis,Andreas
845,2004,1,1,C,Southwest Atlanta Christian Academy,Howard,Dwight
846,2004,1,2,PF/C,Connecticut,Okafor,Emeka
847,2004,1,3,SG,Connecticut,Gordon,Ben
848,2004,1,4,PG,Peoria HS,Livingston,Shaun
849,2004,1,5,PG,Wisconsin,Harris,Devin
850,2004,1,6,G/F,Stanford,Childress,Josh
851,2004,1,7,SF,Duke,Deng,Luol
852,2004,1,8,C,BYU,Araújo,Rafael
853,2004,1,9,SF,Arizona,Iguodala,Andre
854,2004,1,10,SF,Oregon,Jackson,Luke
855,2004,1,11,F/C,Skonto,Biedriņš,Andris
856,2004,1,12,C,Bakersfield HS,Swift,Robert
857,2004,1,13,PG,Lincoln HS,Telfair,Sebastian
858,2004,1,14,PF,Minnesota,Humphries,Kris
859,2004,1,15,PF/C,Prentiss HS ,Jefferson,Al
860,2004,1,16,SG,Nevada,Snyder,Kirk
861,2004,1,17,SF,Oak Hill Academy,Smith,Josh
862,2004,1,18,SG,St. Benedict's Prep,Smith,J. R.
863,2004,1,19,SF,South Kent School,Wright,Dorell
864,2004,1,20,PG,Saint Joseph's,Nelson,Jameer
865,2004,1,21,C,Metis Varese,Podkolzin,Pavel
866,2004,1,22,SF,CSKA Moscow,Khryapa,Viktor
867,2004,1,23,SG,CSKA Moscow,Monia,Sergei
868,2004,1,24,PG,Saint Joseph's,West,Delonte
869,2004,1,25,SG,Oklahoma State,Allen,Tony
870,2004,1,26,SG,Western Carolina,Martin,Kevin
871,2004,1,27,SG,Snaidero Udine,Vujačić,Saša
872,2004,1,28,PG,Breil Milano,Udrih,Beno
873,2004,1,29,C,Colorado,Harrison,David
874,2004,2,30,C,FC Barcelona,Varejão,Anderson
875,2004,2,31,C,Iowa State,Vroman,Jackson
876,2004,2,32,C,Caguas,Ramos,Peter John
877,2004,2,33,PG,Xavier,Chalmers,Lionel
878,2004,2,34,SF,Southeastern Illinois,Smith,Donta
879,2004,2,35,F/G,Texas Tech,Emmett,Andre
880,2004,2,36,PG,Memphis,Burks,Antonio
881,2004,2,37,PG,Texas,Ivey,Royal
882,2004,2,38,PG,Duke,Duhon,Chris
883,2004,2,39,PF,Roseto Basket,Miralles,Albert
884,2004,2,40,SF,Mississippi,Reed,Justin
885,2004,2,41,G,North Carolina Central,Young,David
886,2004,2,42,SF,Dijon,Sanikidze,Viktor
887,2004,2,43,SF,UCLA,Ariza,Trevor
888,2004,2,44,SG,Florida State,Pickett,Tim
889,2004,2,45,SF,Michigan,Robinson,Bernard
890,2004,2,46,C,Yonsei University,Seung-Jin,Ha
891,2004,2,47,PF,Cal State Fullerton,Sow,Pape
892,2004,2,48,SG,Morehead State,Minard,Ricky
893,2004,2,49,PF,Khimik Yuzhny,Lishouk,Sergei
894,2004,2,50,PG,Maroussi,Spanoulis,Vassilis
895,2004,2,51,SF,FC Barcelona,Drejer,Christian
896,2004,2,52,SG,Xavier,Sato,Romain
897,2004,2,53,SF,Vanderbilt,Freije,Matt
898,2004,2,54,SG,Missouri,Paulding,Rickey
899,2004,2,55,PG,Manhattan,Flores,Luis
900,2004,2,56,PF,Providence,Douthit,Marcus
901,2004,2,57,G,Skha Jakutia Yakutsk ,Karaulov,Sergei
902,2004,2,58,PG,Gonzaga,Stepp,Blake
903,2004,2,59,G,Georgia,Wright,Rashad
904,2005,1,1,C,Utah,Bogut,Andrew
905,2005,1,2,F,North Carolina,Williams,Marvin
906,2005,1,3,PG,Illinois,Williams,Deron
907,2005,1,4,PG,Wake Forest,Paul,Chris
908,2005,1,5,G,North Carolina,Felton,Raymond
909,2005,1,6,G/F,Seattle Prep. School,Webster,Martell
910,2005,1,7,F,Connecticut,Villanueva,Charlie
911,2005,1,8,C,Arizona,Frye,Channing
912,2005,1,9,F,Arizona State,Diogu,Ike
913,2005,1,10,C,St. Joseph HS,Bynum,Andrew
914,2005,1,11,F/C,Unicaja Málaga,Vázquez,Fran
915,2005,1,12,F,CSKA Moscow,Korolev,Yaroslav
916,2005,1,13,F,North Carolina,May,Sean
917,2005,1,14,G,North Carolina,McCants,Rashad
918,2005,1,15,G/F,Texas A&M,Wright,Antoine
919,2005,1,16,F,Oklahoma State,Graham,Joey
920,2005,1,17,SF,New Mexico,Granger,Danny
921,2005,1,18,G/F,Gulf Shores Academy,Green,Gerald
922,2005,1,19,F,Syracuse,Warrick,Hakim
923,2005,1,20,G,NC State,Hodge,Julius
924,2005,1,21,G,Washington,Robinson,Nate
925,2005,1,22,G,Georgia Tech,Jack,Jarrett
926,2005,1,23,G/F,Louisville,García,Francisco
927,2005,1,24,G,Illinois,Head,Luther
928,2005,1,25,C,Pau-Orthez,Petro,Johan
929,2005,1,26,F,Cincinnati,Maxiell,Jason
930,2005,1,27,F,Missouri,Kleiza,Linas
931,2005,1,28,F/C,Le Havre,Mahinmi,Ian
932,2005,1,29,F,Kansas,Simien,Wayne
933,2005,1,30,PF,Florida,Lee,David
934,2005,2,31,G,Arizona,Stoudamire,Salim
935,2005,2,32,G,Duke,Ewing,Daniel
936,2005,2,33,F,LSU,Bass,Brandon
937,2005,2,34,G,Skyline HS,Miles,C. J.
938,2005,2,35,F,IMG Academy,Sánchez,Ricky
939,2005,2,36,F,Ülkerspor,İlyasova,Ersan
940,2005,2,37,F,Gonzaga,Turiaf,Ronny
941,2005,2,38,G,Marquette,Diener,Travis
942,2005,2,39,G,Florida State,Wafer,Von
943,2005,2,40,SG,Lanier HS,Ellis,Monta
944,2005,2,41,G,KK Split,Ukić,Roko
945,2005,2,42,F,Pittsburgh,Taft,Chris
946,2005,2,43,C,KK Reflex,Ilić,Mile
947,2005,2,44,C,Žalgiris Kaunas,Andriuškevičius,Martynas
948,2005,2,45,SG,South Gwinnett HS,Williams,Louis
949,2005,2,46,F,Climamio Bologna,Lorbek,Erazem
950,2005,2,47,G,Indiana,Wright,Bracey
951,2005,2,48,F,Real Madrid,Gelabale,Mickaël
952,2005,2,49,F,South Kent School,Blatche,Andray
953,2005,2,50,F,Providence,Gomes,Ryan
954,2005,2,51,C,Walsh,Whaley,Robert
955,2005,2,52,F,Real Madrid,Hervelle,Axel
956,2005,2,53,G,Louisiana-Lafayette,Greene,Orien
957,2005,2,54,G/F,UCLA,Thompson,Dijon
958,2005,2,55,F,Mississippi State,Roberts,Lawrence
959,2005,2,56,F,Westchester HS,Johnson,Amir
960,2005,2,57,F/C,RheinEnergie Köln,Gortat,Marcin
961,2005,2,58,F,Snaidero Udine,Slokar,Uroš
962,2005,2,59,G,Efes Pilsen,Akyol,Cenk
963,2005,2,60,G,Pepperdine,Acker,Alex
964,2006,1,1,PF,Benetton Treviso,Bargnani,Andrea
965,2006,1,2,PF,Texas,Aldridge,LaMarcus
966,2006,1,3,SF,Gonzaga,Morrison,Adam
967,2006,1,4,PF,LSU,Thomas,Tyrus
968,2006,1,5,PF,Duke,Williams,Shelden
969,2006,1,6,SG,Washington,Roy,Brandon
970,2006,1,7,SG,Villanova,Foye,Randy
971,2006,1,8,SF,Connecticut,Gay,Rudy
972,2006,1,9,C,Bradley,O'Bryant,Patrick
973,2006,1,10,C,Verviers-Pepinster,Sene,Mouhamed
974,2006,1,11,SG,Duke,Redick,J. J.
975,2006,1,12,C,Connecticut,Armstrong,Hilton
976,2006,1,13,SG,Angelico Biella,Sefolosha,Thabo
977,2006,1,14,SG,Arkansas,Brewer,Ronnie
978,2006,1,15,SF,NC State,Simmons,Cedric
979,2006,1,16,SF,Memphis,Carney,Rodney
980,2006,1,17,PF,Memphis,Williams,Shawne
981,2006,1,18,C,BC Kyiv,Pecherov,Oleksiy
982,2006,1,19,G,Rutgers,Douby,Quincy
983,2006,1,20,F,South Carolina,Balkman,Renaldo
984,2006,1,21,PG,Kentucky,Rondo,Rajon
985,2006,1,22,G,Connecticut,Williams,Marcus
986,2006,1,23,F,Connecticut,Boone,Josh
987,2006,1,24,PG,Villanova,Lowry,Kyle
988,2006,1,25,G,Michigan State,Brown,Shannon
989,2006,1,26,G,UCLA,Farmar,Jordan
990,2006,1,27,G,Adecco Estudiantes,Rodríguez,Sergio
991,2006,1,28,G,Michigan State,Ager,Maurice
992,2006,1,29,G,Temple,Collins,Mardy
993,2006,1,30,F,Gran Canaria,Freeland,Joel
994,2006,2,31,G,Cincinnati,White,James
995,2006,2,32,SF,Marquette,Novak,Steve
996,2006,2,33,F,South Florida,Jones,Solomon
997,2006,2,34,C,Michigan State,Davis,Paul
998,2006,2,35,F,Texas,Tucker,P.J.
999,2006,2,36,F,Boston College,Smith,Craig
1000,2006,2,37,F,Washington,Jones,Bobby
1001,2006,2,38,C,Partizan Belgrade,Perović,Kosta
1002,2006,2,39,F,North Carolina,Noel,David
1003,2006,2,40,G,Connecticut,Brown,Denham
1004,2006,2,41,F,Illinois,Augustine,James
1005,2006,2,42,G,Texas,Gibson,Daniel
1006,2006,2,43,F,Objetivo São Carlos,Vinicius,Marcus
1007,2006,2,44,F,Hapoel Galil Elyon,Eliyahu,Lior
1008,2006,2,45,F,Florida State,Johnson,Alexander
